event_id,dataset,cryptocurrency,event_date,n_tweets,cluster,count,percentage
E8,A,ethereum_classic,2019-01-04,4465,C3,229,5.128779395296752
E8,A,ethereum_classic,2019-01-04,4465,C4,3289,73.66181410974244
E8,B,ethereum_classic,2019-01-04,1105,C0,128,11.583710407239819
E8,B,ethereum_classic,2019-01-04,1105,C1,355,32.126696832579185
E8,B,ethereum_classic,2019-01-04,1105,C2,74,6.6968325791855206
E8,B,ethereum_classic,2019-01-04,1105,C3,149,13.484162895927602
E8,B,ethereum_classic,2019-01-04,1105,C4,399,36.10859728506787
E9,W,litecoin_cash,2019-07-03,462,C0,47,10.173160173160174
E9,W,litecoin_cash,2019-07-03,462,C1,169,36.58008658008658
E9,W,litecoin_cash,2019-07-03,462,C2,17,3.6796536796536796
E9,W,litecoin_cash,2019-07-03,462,C3,216,46.753246753246756
E9,W,litecoin_cash,2019-07-03,462,C4,13,2.813852813852814
E9,A,litecoin_cash,2019-07-03,58,C0,1,1.7241379310344827
E9,A,litecoin_cash,2019-07-03,58,C1,6,10.344827586206897
E9,A,litecoin_cash,2019-07-03,58,C2,0,0.0
E9,A,litecoin_cash,2019-07-03,58,C3,46,79.3103448275862
E9,A,litecoin_cash,2019-07-03,58,C4,5,8.620689655172415
E9,B,litecoin_cash,2019-07-03,542,C0,69,12.730627306273062
E9,B,litecoin_cash,2019-07-03,542,C1,238,43.91143911439114
E9,B,litecoin_cash,2019-07-03,542,C2,13,2.3985239852398523
E9,B,litecoin_cash,2019-07-03,542,C3,209,38.56088560885609
E9,B,litecoin_cash,2019-07-03,542,C4,13,2.3985239852398523
E10,W,vertcoin,2019-11-30,457,C0,114,24.945295404814004
E10,W,vertcoin,2019-11-30,457,C1,26,5.689277899343545
E10,W,vertcoin,2019-11-30,457,C2,19,4.157549234135668
E10,W,vertcoin,2019-11-30,457,C3,69,15.098468271334792
E10,W,vertcoin,2019-11-30,457,C4,229,50.10940919037199
E10,A,vertcoin,2019-11-30,378,C0,71,18.78306878306878
E10,A,vertcoin,2019-11-30,378,C1,20,5.291005291005291
E10,A,vertcoin,2019-11-30,378,C2,8,2.1164021164021163
E10,A,vertcoin,2019-11-30,378,C3,55,14.55026455026455
E10,A,vertcoin,2019-11-30,378,C4,224,59.25925925925926
E10,B,vertcoin,2019-11-30,65,C0,34,52.30769230769231
E10,B,vertcoin,2019-11-30,65,C1,4,6.153846153846154
E10,B,vertcoin,2019-11-30,65,C2,17,26.153846153846153
E10,B,vertcoin,2019-11-30,65,C3,7,10.76923076923077
E10,B,vertcoin,2019-11-30,65,C4,3,4.615384615384615
E11,W,bitcoingold,2020-01-22,941,C0,72,7.651434643995749
E11,W,bitcoingold,2020-01-22,941,C1,158,16.790648246546226
E11,W,bitcoingold,2020-01-22,941,C2,265,28.161530286928798
E11,W,bitcoingold,2020-01-22,941,C3,398,42.29543039319872
E11,W,bitcoingold,2020-01-22,941,C4,48,5.100956429330499
E11,A,bitcoingold,2020-01-22,594,C0,16,2.6936026936026938
E11,A,bitcoingold,2020-01-22,594,C1,41,6.902356902356902
E11,A,bitcoingold,2020-01-22,594,C2,218,36.7003367003367
E11,A,bitcoingold,2020-01-22,594,C3,272,45.79124579124579
E11,A,bitcoingold,2020-01-22,594,C4,47,7.912457912457913
E11,B,bitcoingold,2020-01-22,293,C0,44,15.017064846416382
E11,B,bitcoingold,2020-01-22,293,C1,136,46.41638225255973
E11,B,bitcoingold,2020-01-22,293,C2,17,5.802047781569966
E11,B,bitcoingold,2020-01-22,293,C3,96,32.76450511945392
E11,B,bitcoingold,2020-01-22,293,C4,0,0.0
E12,W,bitcoingold,2020-07-01,712,C0,169,23.735955056179776
E12,W,bitcoingold,2020-07-01,712,C1,57,8.00561797752809
E12,W,bitcoingold,2020-07-01,712,C2,176,24.719101123595507
E12,W,bitcoingold,2020-07-01,712,C3,238,33.42696629213483
E12,W,bitcoingold,2020-07-01,712,C4,72,10.112359550561798
E12,A,bitcoingold,2020-07-01,218,C0,4,1.834862385321101
E12,A,bitcoingold,2020-07-01,218,C1,16,7.339449541284404
E12,A,bitcoingold,2020-07-01,218,C2,112,51.37614678899082
E12,A,bitcoingold,2020-07-01,218,C3,49,22.477064220183486
E12,A,bitcoingold,2020-07-01,218,C4,37,16.972477064220183
E12,B,bitcoingold,2020-07-01,482,C0,141,29.25311203319502
E12,B,bitcoingold,2020-07-01,482,C1,47,9.751037344398341
E12,B,bitcoingold,2020-07-01,482,C2,71,14.730290456431534
E12,B,bitcoingold,2020-07-01,482,C3,219,45.43568464730291
E12,B,bitcoingold,2020-07-01,482,C4,4,0.8298755186721992
E13,W,ethereum_classic,2020-07-28,1691,C0,205,12.12300413956239
E13,W,ethereum_classic,2020-07-28,1691,C1,301,17.80011827321112
E13,W,ethereum_classic,2020-07-28,1691,C2,74,4.376108811354229
E13,W,ethereum_classic,2020-07-28,1691,C3,92,5.440567711413365
E13,W,ethereum_classic,2020-07-28,1691,C4,1019,60.2602010644589
E13,A,ethereum_classic,2020-07-28,900,C0,64,7.111111111111111
E13,A,ethereum_classic,2020-07-28,900,C1,68,7.555555555555555
E13,A,ethereum_classic,2020-07-28,900,C2,10,1.1111111111111112
E13,A,ethereum_classic,2020-07-28,900,C3,30,3.3333333333333335
E13,A,ethereum_classic,2020-07-28,900,C4,728,80.88888888888889
E13,B,ethereum_classic,2020-07-28,246,C0,35,14.227642276422765
E13,B,ethereum_classic,2020-07-28,246,C1,109,44.3089430894309
E13,B,ethereum_classic,2020-07-28,246,C2,17,6.9105691056910565
E13,B,ethereum_classic,2020-07-28,246,C3,24,9.75609756097561
E13,B,ethereum_classic,2020-07-28,246,C4,61,24.796747967479675
E14,W,ethereum_classic,2020-08-04,1649,C0,337,20.43662825955124
E14,W,ethereum_classic,2020-08-04,1649,C1,246,14.918132201334142
E14,W,ethereum_classic,2020-08-04,1649,C2,83,5.033353547604609
E14,W,ethereum_classic,2020-08-04,1649,C3,105,6.367495451788963
E14,W,ethereum_classic,2020-08-04,1649,C4,878,53.244390539721046
E14,A,ethereum_classic,2020-08-04,967,C0,93,9.617373319544985
E14,A,ethereum_classic,2020-08-04,967,C1,84,8.686659772492243
E14,A,ethereum_classic,2020-08-04,967,C2,8,0.827300930713547
E14,A,ethereum_classic,2020-08-04,967,C3,50,5.170630816959669
E14,A,ethereum_classic,2020-08-04,967,C4,732,75.69803516028955
E14,B,ethereum_classic,2020-08-04,215,C0,35,16.27906976744186
E14,B,ethereum_classic,2020-08-04,215,C1,83,38.604651162790695
E14,B,ethereum_classic,2020-08-04,215,C2,13,6.046511627906977
E14,B,ethereum_classic,2020-08-04,215,C3,16,7.441860465116279
E14,B,ethereum_classic,2020-08-04,215,C4,68,31.627906976744185
E15,W,ethereum_classic,2020-08-28,1121,C0,165,14.71900089206066
E15,W,ethereum_classic,2020-08-28,1121,C1,162,14.451382694023193
E15,W,ethereum_classic,2020-08-28,1121,C2,42,3.746654772524532
E15,W,ethereum_classic,2020-08-28,1121,C3,60,5.352363960749331
E15,W,ethereum_classic,2020-08-28,1121,C4,692,61.73059768064228
E15,A,ethereum_classic,2020-08-28,706,C0,50,7.0821529745042495
E15,A,ethereum_classic,2020-08-28,706,C1,48,6.798866855524079
E15,A,ethereum_classic,2020-08-28,706,C2,9,1.274787535410765
E15,A,ethereum_classic,2020-08-28,706,C3,29,4.1076487252124645
E15,A,ethereum_classic,2020-08-28,706,C4,570,80.73654390934844
E15,B,ethereum_classic,2020-08-28,172,C0,36,20.930232558139537
E15,B,ethereum_classic,2020-08-28,172,C1,46,26.74418604651163
E15,B,ethereum_classic,2020-08-28,172,C2,9,5.232558139534884
E15,B,ethereum_classic,2020-08-28,172,C3,14,8.13953488372093
E15,B,ethereum_classic,2020-08-28,172,C4,67,38.95348837209303
E16,W,bitcoin_sv,2021-06-23,2173,C0,1097,50.483202945237
E16,W,bitcoin_sv,2021-06-23,2173,C1,166,7.639208467556374
E16,W,bitcoin_sv,2021-06-23,2173,C2,293,13.483663138518178
E16,W,bitcoin_sv,2021-06-23,2173,C3,554,25.494707777266452
E16,W,bitcoin_sv,2021-06-23,2173,C4,63,2.8992176714219973
E16,A,bitcoin_sv,2021-06-23,96,C0,21,21.875
E16,A,bitcoin_sv,2021-06-23,96,C1,8,8.333333333333334
E16,A,bitcoin_sv,2021-06-23,96,C2,11,11.458333333333334
E16,A,bitcoin_sv,2021-06-23,96,C3,51,53.125
E16,A,bitcoin_sv,2021-06-23,96,C4,5,5.208333333333333
E16,B,bitcoin_sv,2021-06-23,1625,C0,562,34.58461538461538
E16,B,bitcoin_sv,2021-06-23,1625,C1,176,10.830769230769231
E16,B,bitcoin_sv,2021-06-23,1625,C2,267,16.43076923076923
E16,B,bitcoin_sv,2021-06-23,1625,C3,543,33.41538461538462
E16,B,bitcoin_sv,2021-06-23,1625,C4,77,4.7384615384615385
E17,W,bitcoin_sv,2021-08-02,1137,C0,274,24.098504837291117
E17,W,bitcoin_sv,2021-08-02,1137,C1,68,5.980650835532102
E17,W,bitcoin_sv,2021-08-02,1137,C2,240,21.108179419525065
E17,W,bitcoin_sv,2021-08-02,1137,C3,311,27.352682497801233
E17,W,bitcoin_sv,2021-08-02,1137,C4,244,21.459982409850483
E17,A,bitcoin_sv,2021-08-02,524,C0,37,7.061068702290076
E17,A,bitcoin_sv,2021-08-02,524,C1,24,4.580152671755725
E17,A,bitcoin_sv,2021-08-02,524,C2,112,21.374045801526716
E17,A,bitcoin_sv,2021-08-02,524,C3,126,24.045801526717558
E17,A,bitcoin_sv,2021-08-02,524,C4,225,42.93893129770992
E17,B,bitcoin_sv,2021-08-02,763,C0,298,39.056356487549145
E17,B,bitcoin_sv,2021-08-02,763,C1,71,9.305373525557012
E17,B,bitcoin_sv,2021-08-02,763,C2,161,21.10091743119266
E17,B,bitcoin_sv,2021-08-02,763,C3,217,28.440366972477065
E17,B,bitcoin_sv,2021-08-02,763,C4,16,2.0969855832241153
