event_id,dataset,cryptocurrency,event_date,n_tweets,combination,count,percentage
E7,A,vertcoin,2018-10-11,382,Happy+Surprise,1,0.2617801047120419
E7,B,vertcoin,2018-10-11,297,Happy,42,14.141414141414142
E7,B,vertcoin,2018-10-11,297,Sad,32,10.774410774410775
E7,B,vertcoin,2018-10-11,297,None,117,39.39393939393939
E7,B,vertcoin,2018-10-11,297,Fear,63,21.21212121212121
E7,B,vertcoin,2018-10-11,297,Surprise,28,9.427609427609427
E7,B,vertcoin,2018-10-11,297,Happy+Fear,4,1.3468013468013469
E7,B,vertcoin,2018-10-11,297,Angry+Surprise,1,0.3367003367003367
E7,B,vertcoin,2018-10-11,297,Sad+Fear,3,1.0101010101010102
E7,B,vertcoin,2018-10-11,297,Happy+Sad,1,0.3367003367003367
E7,B,vertcoin,2018-10-11,297,Surprise+Fear,2,0.6734006734006734
E7,B,vertcoin,2018-10-11,297,Angry,2,0.6734006734006734
E7,B,vertcoin,2018-10-11,297,Happy+Surprise,2,0.6734006734006734
E8,W,ethereum_classic,2019-01-04,6840,Sad+Fear,38,0.5555555555555556
E8,W,ethereum_classic,2019-01-04,6840,Surprise,727,10.628654970760234
E8,W,ethereum_classic,2019-01-04,6840,None,2096,30.64327485380117
E8,W,ethereum_classic,2019-01-04,6840,Fear,3131,45.77485380116959
E8,W,ethereum_classic,2019-01-04,6840,Happy,103,1.5058479532163742
E8,W,ethereum_classic,2019-01-04,6840,Angry,312,4.56140350877193
E8,W,ethereum_classic,2019-01-04,6840,Sad,322,4.707602339181286
E8,W,ethereum_classic,2019-01-04,6840,Happy+Fear,25,0.3654970760233918
E8,W,ethereum_classic,2019-01-04,6840,Angry+Fear,47,0.6871345029239766
E8,W,ethereum_classic,2019-01-04,6840,Surprise+Fear,34,0.49707602339181284
E8,W,ethereum_classic,2019-01-04,6840,Angry+Surprise,2,0.029239766081871343
E8,W,ethereum_classic,2019-01-04,6840,Happy+Angry,1,0.014619883040935672
E8,W,ethereum_classic,2019-01-04,6840,Happy+Sad,1,0.014619883040935672
E8,W,ethereum_classic,2019-01-04,6840,Happy+Surprise,1,0.014619883040935672
E8,A,ethereum_classic,2019-01-04,4465,Surprise,314,7.032474804031355
E8,A,ethereum_classic,2019-01-04,4465,Fear,2217,49.652855543113105
E8,A,ethereum_classic,2019-01-04,4465,None,1352,30.279955207166854
E8,A,ethereum_classic,2019-01-04,4465,Angry,268,6.002239641657335
E8,A,ethereum_classic,2019-01-04,4465,Angry+Fear,46,1.0302351623740202
E8,A,ethereum_classic,2019-01-04,4465,Happy+Fear,6,0.1343784994400896
E8,A,ethereum_classic,2019-01-04,4465,Surprise+Fear,26,0.5823068309070548
E8,A,ethereum_classic,2019-01-04,4465,Sad+Fear,18,0.40313549832026874
E8,A,ethereum_classic,2019-01-04,4465,Sad,191,4.277715565509518
E8,A,ethereum_classic,2019-01-04,4465,Happy,26,0.5823068309070548
E8,A,ethereum_classic,2019-01-04,4465,Angry+Surprise,1,0.022396416573348264
E8,B,ethereum_classic,2019-01-04,1105,None,275,24.8868778280543
E8,B,ethereum_classic,2019-01-04,1105,Fear,432,39.09502262443439
E8,B,ethereum_classic,2019-01-04,1105,Sad,130,11.764705882352942
E8,B,ethereum_classic,2019-01-04,1105,Happy,29,2.6244343891402715
E8,B,ethereum_classic,2019-01-04,1105,Surprise,125,11.312217194570136
E8,B,ethereum_classic,2019-01-04,1105,Surprise+Fear,46,4.16289592760181
E8,B,ethereum_classic,2019-01-04,1105,Surprise+Sad,1,0.09049773755656108
E8,B,ethereum_classic,2019-01-04,1105,Sad+Fear,11,0.995475113122172
E8,B,ethereum_classic,2019-01-04,1105,Happy+Fear,6,0.5429864253393665
E8,B,ethereum_classic,2019-01-04,1105,Angry+Fear,2,0.18099547511312217
E8,B,ethereum_classic,2019-01-04,1105,Angry,43,3.8914027149321266
E8,B,ethereum_classic,2019-01-04,1105,Happy+Surprise,2,0.18099547511312217
E8,B,ethereum_classic,2019-01-04,1105,Happy+Sad,3,0.27149321266968324
E9,W,litecoin_cash,2019-07-03,462,Fear,147,31.818181818181817
E9,W,litecoin_cash,2019-07-03,462,Sad,36,7.792207792207792
E9,W,litecoin_cash,2019-07-03,462,None,219,47.4025974025974
E9,W,litecoin_cash,2019-07-03,462,Surprise,30,6.4935064935064934
E9,W,litecoin_cash,2019-07-03,462,Happy,15,3.2467532467532467
E9,W,litecoin_cash,2019-07-03,462,Happy+Fear,2,0.4329004329004329
E9,W,litecoin_cash,2019-07-03,462,Angry,3,0.6493506493506493
E9,W,litecoin_cash,2019-07-03,462,Surprise+Fear,1,0.21645021645021645
E9,W,litecoin_cash,2019-07-03,462,Angry+Fear,1,0.21645021645021645
E9,W,litecoin_cash,2019-07-03,462,Sad+Fear,4,0.8658008658008658
E9,W,litecoin_cash,2019-07-03,462,Happy+Surprise,3,0.6493506493506493
E9,W,litecoin_cash,2019-07-03,462,Surprise+Sad,1,0.21645021645021645
E9,A,litecoin_cash,2019-07-03,58,Fear,8,13.793103448275861
E9,A,litecoin_cash,2019-07-03,58,None,47,81.03448275862068
E9,A,litecoin_cash,2019-07-03,58,Surprise,3,5.172413793103448
E9,B,litecoin_cash,2019-07-03,542,Surprise+Fear,6,1.1070110701107012
E9,B,litecoin_cash,2019-07-03,542,None,200,36.90036900369004
E9,B,litecoin_cash,2019-07-03,542,Fear,226,41.69741697416974
E9,B,litecoin_cash,2019-07-03,542,Happy,22,4.059040590405904
E9,B,litecoin_cash,2019-07-03,542,Surprise,36,6.642066420664206
E9,B,litecoin_cash,2019-07-03,542,Sad,21,3.874538745387454
E9,B,litecoin_cash,2019-07-03,542,Happy+Fear,13,2.3985239852398523
E9,B,litecoin_cash,2019-07-03,542,Angry,5,0.922509225092251
E9,B,litecoin_cash,2019-07-03,542,Angry+Fear,9,1.6605166051660516
E9,B,litecoin_cash,2019-07-03,542,Sad+Fear,3,0.5535055350553506
E9,B,litecoin_cash,2019-07-03,542,Happy+Surprise,1,0.18450184501845018
E10,W,vertcoin,2019-11-30,457,None,168,36.76148796498906
E10,W,vertcoin,2019-11-30,457,Happy+Sad,1,0.2188183807439825
E10,W,vertcoin,2019-11-30,457,Fear,154,33.69803063457331
E10,W,vertcoin,2019-11-30,457,Surprise,23,5.032822757111598
E10,W,vertcoin,2019-11-30,457,Sad,64,14.00437636761488
E10,W,vertcoin,2019-11-30,457,Happy,8,1.75054704595186
E10,W,vertcoin,2019-11-30,457,Angry,13,2.8446389496717726
E10,W,vertcoin,2019-11-30,457,Sad+Fear,7,1.5317286652078774
E10,W,vertcoin,2019-11-30,457,Surprise+Fear,6,1.312910284463895
E10,W,vertcoin,2019-11-30,457,Angry+Fear,13,2.8446389496717726
E10,A,vertcoin,2019-11-30,378,Fear,132,34.92063492063492
E10,A,vertcoin,2019-11-30,378,Sad,57,15.079365079365079
E10,A,vertcoin,2019-11-30,378,None,142,37.56613756613756
E10,A,vertcoin,2019-11-30,378,Angry,12,3.1746031746031744
E10,A,vertcoin,2019-11-30,378,Surprise,13,3.439153439153439
E10,A,vertcoin,2019-11-30,378,Surprise+Fear,5,1.3227513227513228
E10,A,vertcoin,2019-11-30,378,Angry+Fear,12,3.1746031746031744
E10,A,vertcoin,2019-11-30,378,Sad+Fear,4,1.0582010582010581
E10,A,vertcoin,2019-11-30,378,Happy,1,0.26455026455026454
E10,B,vertcoin,2019-11-30,65,None,22,33.84615384615385
E10,B,vertcoin,2019-11-30,65,Surprise,8,12.307692307692308
E10,B,vertcoin,2019-11-30,65,Happy,12,18.46153846153846
E10,B,vertcoin,2019-11-30,65,Fear,15,23.076923076923077
E10,B,vertcoin,2019-11-30,65,Sad,4,6.153846153846154
E10,B,vertcoin,2019-11-30,65,Angry,2,3.076923076923077
E10,B,vertcoin,2019-11-30,65,Sad+Fear,1,1.5384615384615385
E10,B,vertcoin,2019-11-30,65,Happy+Surprise,1,1.5384615384615385
E11,W,bitcoingold,2020-01-22,941,Happy,22,2.3379383634431457
E11,W,bitcoingold,2020-01-22,941,None,251,26.67375132837407
